SheetNo,Term,Gender,MinimumFaceAmount,MaximumFaceAmount,HealthClass,MinimumAge,MaximumAge,StartingRow,Column,PolicyFee
2,35,Male,1500000,2499999,Standard Tob,20,45,6,453,90
2,35,Male,2500000,4999999,Preferred Plus Non-Tob,20,50,6,454,90
2,35,Male,2500000,4999999,Preferred Non-Tob,20,50,6,455,90
2,35,Male,2500000,4999999,Standard Plus Non-Tob,20,50,6,456,90
2,35,Male,2500000,4999999,Standard Non-Tob,20,50,6,457,90
2,35,Male,2500000,4999999,Preferred Tob,20,45,6,458,90
2,35,Male,2500000,4999999,Standard Tob,20,45,6,459,90
2,35,Male,5000000,10000000,Preferred Plus Non-Tob,20,50,6,460,90
2,35,Male,5000000,10000000,Preferred Non-Tob,20,50,6,461,90
2,35,Male,5000000,10000000,Standard Plus Non-Tob,20,50,6,462,90
2,35,Male,5000000,10000000,Standard Non-Tob,20,50,6,463,90
2,35,Male,5000000,10000000,Preferred Tob,20,45,6,464,90
2,35,Male,5000000,10000000,Standard Tob,20,45,6,465,90
2,35,Female,100000,249999,Preferred Plus Non-Tob,20,50,6,466,90
2,35,Female,100000,249999,Preferred Non-Tob,20,50,6,467,90
2,35,Female,100000,249999,Standard Plus Non-Tob,20,50,6,468,90
2,35,Female,100000,249999,Standard Non-Tob,20,50,6,469,90
2,35,Female,100000,249999,Preferred Tob,20,45,6,470,90
2,35,Female,100000,249999,Standard Tob,20,45,6,471,90
2,35,Female,250000,499999,Preferred Plus Non-Tob,20,50,6,472,90
2,35,Female,250000,499999,Preferred Non-Tob,20,50,6,473,90
2,35,Female,250000,499999,Standard Plus Non-Tob,20,50,6,474,90
2,35,Female,250000,499999,Standard Non-Tob,20,50,6,475,90
2,35,Female,250000,499999,Preferred Tob,20,45,6,476,90
2,35,Female,250000,499999,Standard Tob,20,45,6,477,90
2,35,Female,500000,999999,Preferred Plus Non-Tob,20,50,6,478,90
2,35,Female,500000,999999,Preferred Non-Tob,20,50,6,479,90
2,35,Female,500000,999999,Standard Plus Non-Tob,20,50,6,480,90
2,35,Female,500000,999999,Standard Non-Tob,20,50,6,481,90
2,35,Female,500000,999999,Preferred Tob,20,45,6,482,90
2,35,Female,500000,999999,Standard Tob,20,45,6,483,90
2,35,Female,1000000,1499999,Preferred Plus Non-Tob,20,50,6,484,90
2,35,Female,1000000,1499999,Preferred Non-Tob,20,50,6,485,90
2,35,Female,1000000,1499999,Standard Plus Non-Tob,20,50,6,486,90
2,35,Female,1000000,1499999,Standard Non-Tob,20,50,6,487,90
2,35,Female,1000000,1499999,Preferred Tob,20,45,6,488,90
2,35,Female,1000000,1499999,Standard Tob,20,45,6,489,90
2,35,Female,1500000,2499999,Preferred Plus Non-Tob,20,50,6,490,90
2,35,Female,1500000,2499999,Preferred Non-Tob,20,50,6,491,90
2,35,Female,1500000,2499999,Standard Plus Non-Tob,20,50,6,492,90
2,35,Female,1500000,2499999,Standard Non-Tob,20,50,6,493,90
2,35,Female,1500000,2499999,Preferred Tob,20,45,6,494,90
2,35,Female,1500000,2499999,Standard Tob,20,45,6,495,90
2,35,Female,2500000,4999999,Preferred Plus Non-Tob,20,50,6,496,90
2,35,Female,2500000,4999999,Preferred Non-Tob,20,50,6,497,90
2,35,Female,2500000,4999999,Standard Plus Non-Tob,20,50,6,498,90
2,35,Female,2500000,4999999,Standard Non-Tob,20,50,6,499,90
2,35,Female,2500000,4999999,Preferred Tob,20,45,6,500,90
2,35,Female,2500000,4999999,Standard Tob,20,45,6,501,90
2,35,Female,5000000,10000000,Preferred Plus Non-Tob,20,50,6,502,90
2,35,Female,5000000,10000000,Preferred Non-Tob,20,50,6,503,90
2,35,Female,5000000,10000000,Standard Plus Non-Tob,20,50,6,504,90
2,35,Female,5000000,10000000,Standard Non-Tob,20,50,6,505,90
2,35,Female,5000000,10000000,Preferred Tob,20,45,6,506,90
2,35,Female,5000000,10000000,Standard Tob,20,45,6,507,90
2,40,Male,100000,249999,Preferred Plus Non-Tob,20,45,6,508,90
2,40,Male,100000,249999,Preferred Non-Tob,20,45,6,509,90
2,40,Male,100000,249999,Standard Plus Non-Tob,20,45,6,510,90
2,40,Male,100000,249999,Standard Non-Tob,20,45,6,511,90
2,40,Male,100000,249999,Preferred Tob,20,40,6,512,90
2,40,Male,100000,249999,Standard Tob,20,40,6,513,90
2,40,Male,250000,499999,Preferred Plus Non-Tob,20,45,6,514,90
2,40,Male,250000,499999,Preferred Non-Tob,20,45,6,515,90
2,40,Male,250000,499999,Standard Plus Non-Tob,20,45,6,516,90
2,40,Male,250000,499999,Standard Non-Tob,20,45,6,517,90
2,40,Male,250000,499999,Preferred Tob,20,40,6,518,90
2,40,Male,250000,499999,Standard Tob,20,40,6,519,90
2,40,Male,500000,999999,Preferred Plus Non-Tob,20,45,6,520,90
2,40,Male,500000,999999,Preferred Non-Tob,20,45,6,521,90
2,40,Male,500000,999999,Standard Plus Non-Tob,20,45,6,522,90
2,40,Male,500000,999999,Standard Non-Tob,20,45,6,523,90
2,40,Male,500000,999999,Preferred Tob,20,40,6,524,90
2,40,Male,500000,999999,Standard Tob,20,40,6,525,90
2,40,Male,1000000,1499999,Preferred Plus Non-Tob,20,45,6,526,90
2,40,Male,1000000,1499999,Preferred Non-Tob,20,45,6,527,90
2,40,Male,1000000,1499999,Standard Plus Non-Tob,20,45,6,528,90
2,40,Male,1000000,1499999,Standard Non-Tob,20,45,6,529,90
2,40,Male,1000000,1499999,Preferred Tob,20,40,6,530,90
2,40,Male,1000000,1499999,Standard Tob,20,40,6,531,90
2,40,Male,1500000,2499999,Preferred Plus Non-Tob,20,45,6,532,90
2,40,Male,1500000,2499999,Preferred Non-Tob,20,45,6,533,90
2,40,Male,1500000,2499999,Standard Plus Non-Tob,20,45,6,534,90
2,40,Male,1500000,2499999,Standard Non-Tob,20,45,6,535,90
2,40,Male,1500000,2499999,Preferred Tob,20,40,6,536,90
2,40,Male,1500000,2499999,Standard Tob,20,40,6,537,90
2,40,Male,2500000,4999999,Preferred Plus Non-Tob,20,45,6,538,90
2,40,Male,2500000,4999999,Preferred Non-Tob,20,45,6,539,90
2,40,Male,2500000,4999999,Standard Plus Non-Tob,20,45,6,540,90
2,40,Male,2500000,4999999,Standard Non-Tob,20,45,6,541,90
2,40,Male,2500000,4999999,Preferred Tob,20,40,6,542,90
2,40,Male,2500000,4999999,Standard Tob,20,40,6,543,90
2,40,Male,5000000,10000000,Preferred Plus Non-Tob,20,45,6,544,90
2,40,Male,5000000,10000000,Preferred Non-Tob,20,45,6,545,90
2,40,Male,5000000,10000000,Standard Plus Non-Tob,20,45,6,546,90
2,40,Male,5000000,10000000,Standard Non-Tob,20,45,6,547,90
2,40,Male,5000000,10000000,Preferred Tob,20,40,6,548,90
2,40,Male,5000000,10000000,Standard Tob,20,40,6,549,90
2,40,Female,100000,249999,Preferred Plus Non-Tob,20,45,6,550,90
2,40,Female,100000,249999,Preferred Non-Tob,20,45,6,551,90
2,40,Female,100000,249999,Standard Plus Non-Tob,20,45,6,552,90
2,40,Female,100000,249999,Standard Non-Tob,20,45,6,553,90
2,40,Female,100000,249999,Preferred Tob,20,40,6,554,90
2,40,Female,100000,249999,Standard Tob,20,40,6,555,90
2,40,Female,250000,499999,Preferred Plus Non-Tob,20,45,6,556,90
2,40,Female,250000,499999,Preferred Non-Tob,20,45,6,557,90
2,40,Female,250000,499999,Standard Plus Non-Tob,20,45,6,558,90
2,40,Female,250000,499999,Standard Non-Tob,20,45,6,559,90
2,40,Female,250000,499999,Preferred Tob,20,40,6,560,90
2,40,Female,250000,499999,Standard Tob,20,40,6,561,90
2,40,Female,500000,999999,Preferred Plus Non-Tob,20,45,6,562,90
2,40,Female,500000,999999,Preferred Non-Tob,20,45,6,563,90
2,40,Female,500000,999999,Standard Plus Non-Tob,20,45,6,564,90
2,40,Female,500000,999999,Standard Non-Tob,20,45,6,565,90
2,40,Female,500000,999999,Preferred Tob,20,40,6,566,90
2,40,Female,500000,999999,Standard Tob,20,40,6,567,90
2,40,Female,1000000,1499999,Preferred Plus Non-Tob,20,45,6,568,90
2,40,Female,1000000,1499999,Preferred Non-Tob,20,45,6,569,90
2,40,Female,1000000,1499999,Standard Plus Non-Tob,20,45,6,570,90
2,40,Female,1000000,1499999,Standard Non-Tob,20,45,6,571,90
2,40,Female,1000000,1499999,Preferred Tob,20,40,6,572,90
2,40,Female,1000000,1499999,Standard Tob,20,40,6,573,90
2,40,Female,1500000,2499999,Preferred Plus Non-Tob,20,45,6,574,90
2,40,Female,1500000,2499999,Preferred Non-Tob,20,45,6,575,90
2,40,Female,1500000,2499999,Standard Plus Non-Tob,20,45,6,576,90
2,40,Female,1500000,2499999,Standard Non-Tob,20,45,6,577,90
2,40,Female,1500000,2499999,Preferred Tob,20,40,6,578,90
2,40,Female,1500000,2499999,Standard Tob,20,40,6,579,90
2,40,Female,2500000,4999999,Preferred Plus Non-Tob,20,45,6,580,90
2,40,Female,2500000,4999999,Preferred Non-Tob,20,45,6,581,90
2,40,Female,2500000,4999999,Standard Plus Non-Tob,20,45,6,582,90
2,40,Female,2500000,4999999,Standard Non-Tob,20,45,6,583,90
2,40,Female,2500000,4999999,Preferred Tob,20,40,6,584,90
2,40,Female,2500000,4999999,Standard Tob,20,40,6,585,90
2,40,Female,5000000,10000000,Preferred Plus Non-Tob,20,45,6,586,90
2,40,Female,5000000,10000000,Preferred Non-Tob,20,45,6,587,90
2,40,Female,5000000,10000000,Standard Plus Non-Tob,20,45,6,588,90
2,40,Female,5000000,10000000,Standard Non-Tob,20,45,6,589,90
2,40,Female,5000000,10000000,Preferred Tob,20,40,6,590,90
2,40,Female,5000000,10000000,Standard Tob,20,40,6,591,90
